Carrier Code,Date (DD/MM/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Arrival Delay (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
DL,19-08-2024,314,N535DN,BOS,00:47:00,03:04:00,137,0,0,25,0,112
DL,19-08-2024,315,N703TW,JFK,01:19:00,01:47:00,28,5,0,18,0,5
DL,19-08-2024,340,N807DN,ATL,20:42:00,20:27:00,-15,0,0,0,0,0
DL,19-08-2024,361,N584NW,DTW,10:30:00,10:31:00,1,0,0,0,0,0
DL,19-08-2024,399,N881DN,ATL,00:30:00,00:11:00,-19,0,0,0,0,0
DL,19-08-2024,442,N861DN,DTW,17:46:00,17:36:00,-10,0,0,0,0,0
DL,19-08-2024,469,N911DQ,DTW,14:12:00,14:22:00,10,0,0,0,0,0
DL,19-08-2024,475,N543DE,BOS,20:36:00,20:38:00,2,0,0,0,0,0
DL,19-08-2024,509,N912DU,DTW,21:45:00,21:37:00,-8,0,0,0,0,0
DL,19-08-2024,517,N689DL,ATL,18:23:00,19:14:00,51,0,0,51,0,0
DL,19-08-2024,531,N583NW,ATL,12:16:00,12:21:00,5,0,0,0,0,0
DL,19-08-2024,533,N582NW,ATL,13:47:00,14:21:00,34,0,0,34,0,0
DL,19-08-2024,545,N930DZ,ATL,22:45:00,22:26:00,-19,0,0,0,0,0
DL,19-08-2024,667,N713TW,JFK,23:18:00,00:09:00,51,14,0,31,0,6
DL,19-08-2024,668,N703TW,JFK,10:16:00,10:07:00,-9,0,0,0,0,0
DL,19-08-2024,669,N707TW,JFK,12:23:00,12:24:00,1,0,0,0,0,0
DL,19-08-2024,670,N706TW,JFK,20:53:00,23:13:00,140,115,0,25,0,0
DL,19-08-2024,679,N705TW,JFK,18:32:00,17:59:00,-33,0,0,0,0,0
DL,19-08-2024,680,N702TW,JFK,14:42:00,15:52:00,70,16,0,0,0,54
DL,19-08-2024,756,N889DN,MSP,17:48:00,17:43:00,-5,0,0,0,0,0
DL,19-08-2024,823,N830DN,ATL,16:52:00,16:41:00,-11,0,0,0,0,0
DL,19-08-2024,858,N863DN,MSP,20:37:00,20:29:00,-8,0,0,0,0,0
DL,19-08-2024,902,N513DA,SLC,12:37:00,12:30:00,-7,0,0,0,0,0
DL,19-08-2024,916,N587NW,ATL,10:16:00,10:11:00,-5,0,0,0,0,0
DL,19-08-2024,920,N350NA,SLC,09:05:00,08:54:00,-11,0,0,0,0,0
DL,19-08-2024,977,N507DZ,BOS,11:37:00,11:54:00,17,15,0,0,0,2
DL,19-08-2024,1085,N812DN,SLC,21:50:00,22:07:00,17,0,0,17,0,0
DL,19-08-2024,1088,N307DU,SLC,16:26:00,16:38:00,12,0,0,0,0,0
DL,19-08-2024,1091,N318NB,SLC,00:04:00,23:56:00,-8,0,0,0,0,0
DL,19-08-2024,1421,N894DN,LAX,08:11:00,08:51:00,40,40,0,0,0,0
DL,19-08-2024,1559,N362NW,LAX,16:44:00,17:01:00,17,0,0,0,0,17
DL,19-08-2024,1730,N3764D,SEA,00:05:00,23:56:00,-9,0,0,0,0,0
DL,19-08-2024,2054,N340NW,LAX,19:04:00,18:45:00,-19,0,0,0,0,0
DL,19-08-2024,2074,N865DN,MSP,13:08:00,12:52:00,-16,0,0,0,0,0
DL,19-08-2024,2078,N818DA,MSP,11:06:00,10:58:00,-8,0,0,0,0,0
DL,19-08-2024,2089,N815DN,MSP,23:36:00,00:12:00,36,0,0,0,0,36
DL,19-08-2024,2239,N920DU,LAX,20:15:00,20:45:00,30,0,0,30,0,0
DL,19-08-2024,2267,N894DN,LAX,13:29:00,13:56:00,27,0,0,27,0,0
DL,19-08-2024,2272,N362NW,LAX,11:54:00,11:27:00,-27,0,0,0,0,0
DL,19-08-2024,2985,N118DU,SEA,12:13:00,12:09:00,-4,0,0,0,0,0
DL,19-08-2024,2986,N340NW,LAX,23:49:00,23:20:00,-29,0,0,0,0,0
DL,20-08-2024,315,N705TW,JFK,01:19:00,01:13:00,-6,0,0,0,0,0
DL,20-08-2024,340,N813DN,ATL,20:42:00,21:03:00,21,21,0,0,0,0
DL,20-08-2024,361,N595NW,DTW,10:30:00,11:02:00,32,32,0,0,0,0
DL,20-08-2024,442,N804DN,DTW,17:46:00,19:17:00,91,85,0,6,0,0
DL,20-08-2024,469,N803DN,DTW,14:12:00,14:19:00,7,0,0,0,0,0
DL,20-08-2024,475,N533DT,BOS,21:45:00,21:19:00,-26,0,0,0,0,0
DL,20-08-2024,509,N807DN,DTW,21:46:00,21:45:00,-1,0,0,0,0,0
DL,20-08-2024,517,N6716C,ATL,18:23:00,18:14:00,-9,0,0,0,0,0
DL,20-08-2024,531,N593NW,ATL,12:16:00,12:27:00,11,0,0,0,0,0
DL,20-08-2024,533,N584NW,ATL,13:47:00,13:44:00,-3,0,0,0,0,0
DL,20-08-2024,656,N844DN,ATL,23:24:00,23:51:00,27,13,0,14,0,0
DL,20-08-2024,667,N703TW,JFK,23:18:00,23:19:00,1,0,0,0,0,0
DL,20-08-2024,668,N705TW,JFK,10:16:00,10:13:00,-3,0,0,0,0,0
DL,20-08-2024,669,N702TW,JFK,12:23:00,12:02:00,-21,0,0,0,0,0
DL,20-08-2024,670,N713TW,JFK,20:53:00,20:39:00,-14,0,0,0,0,0
DL,20-08-2024,679,N707TW,JFK,18:32:00,18:02:00,-30,0,0,0,0,0
DL,20-08-2024,680,N723TW,JFK,14:42:00,14:28:00,-14,0,0,0,0,0
DL,20-08-2024,756,N822DN,MSP,17:48:00,17:50:00,2,0,0,0,0,0
DL,20-08-2024,823,N819DN,ATL,16:52:00,17:10:00,18,14,0,4,0,0
DL,20-08-2024,858,N855DN,MSP,20:37:00,20:24:00,-13,0,0,0,0,0
DL,20-08-2024,902,N524DE,SLC,12:37:00,12:43:00,6,0,0,0,0,0
DL,20-08-2024,916,N582NW,ATL,10:16:00,10:09:00,-7,0,0,0,0,0
DL,20-08-2024,920,N356NW,SLC,09:05:00,09:07:00,2,0,0,0,0,0
DL,20-08-2024,977,N506DA,BOS,11:37:00,11:32:00,-5,0,0,0,0,0
DL,20-08-2024,1085,N858DZ,SLC,21:50:00,21:44:00,-6,0,0,0,0,0
DL,20-08-2024,1088,N145DQ,SLC,16:26:00,16:34:00,8,0,0,0,0,0
DL,20-08-2024,1091,N318NB,SLC,00:04:00,00:09:00,5,0,0,0,0,0
DL,20-08-2024,1421,N887DN,LAX,08:11:00,07:53:00,-18,0,0,0,0,0
DL,20-08-2024,1559,N357NW,LAX,16:44:00,16:25:00,-19,0,0,0,0,0
DL,20-08-2024,1730,N3765,SEA,00:05:00,23:51:00,-14,0,0,0,0,0
DL,20-08-2024,2054,N340NW,LAX,19:04:00,18:57:00,-7,0,0,0,0,0
DL,20-08-2024,2074,N908DN,MSP,13:08:00,12:54:00,-14,0,0,0,0,0
DL,20-08-2024,2078,N854DN,MSP,11:06:00,10:54:00,-12,0,0,0,0,0
DL,20-08-2024,2239,N867DN,LAX,20:15:00,20:12:00,-3,0,0,0,0,0
DL,20-08-2024,2267,N887DN,LAX,13:29:00,13:10:00,-19,0,0,0,0,0
DL,20-08-2024,2272,N357NW,LAX,11:54:00,11:34:00,-20,0,0,0,0,0
DL,20-08-2024,2985,N115DU,SEA,12:13:00,11:54:00,-19,0,0,0,0,0
DL,20-08-2024,2986,N367NW,LAX,23:49:00,23:28:00,-21,0,0,0,0,0
DL,21-08-2024,315,N707TW,JFK,01:19:00,01:07:00,-12,0,0,0,0,0
DL,21-08-2024,340,N884DN,ATL,20:42:00,20:27:00,-15,0,0,0,0,0
DL,21-08-2024,361,N582NW,DTW,10:30:00,10:18:00,-12,0,0,0,0,0
DL,21-08-2024,442,N880DN,DTW,17:46:00,17:35:00,-11,0,0,0,0,0
DL,21-08-2024,469,N858DZ,DTW,14:12:00,14:04:00,-8,0,0,0,0,0
DL,21-08-2024,475,N502DX,BOS,21:45:00,21:16:00,-29,0,0,0,0,0
DL,21-08-2024,509,N930DZ,DTW,21:46:00,21:47:00,1,0,0,0,0,0
DL,21-08-2024,517,N536US,ATL,18:23:00,18:28:00,5,0,0,0,0,0
DL,21-08-2024,531,N593NW,ATL,12:16:00,12:20:00,4,0,0,0,0,0
DL,21-08-2024,533,N595NW,ATL,13:47:00,13:38:00,-9,0,0,0,0,0
DL,21-08-2024,656,N806DN,ATL,23:24:00,23:15:00,-9,0,0,0,0,0
DL,21-08-2024,667,N705TW,JFK,23:18:00,23:09:00,-9,0,0,0,0,0
DL,21-08-2024,668,N707TW,JFK,10:16:00,10:22:00,6,0,0,0,0,0
DL,21-08-2024,669,N713TW,JFK,12:23:00,12:15:00,-8,0,0,0,0,0
DL,21-08-2024,670,N703TW,JFK,20:53:00,20:56:00,3,0,0,0,0,0
DL,21-08-2024,679,N702TW,JFK,18:32:00,18:18:00,-14,0,0,0,0,0
DL,21-08-2024,680,N709TW,JFK,14:42:00,14:25:00,-17,0,0,0,0,0
DL,21-08-2024,756,N819DN,MSP,17:48:00,17:47:00,-1,0,0,0,0,0
DL,21-08-2024,823,N915DU,ATL,16:52:00,16:47:00,-5,0,0,0,0,0
DL,21-08-2024,858,N911DQ,MSP,20:37:00,20:54:00,17,0,0,17,0,0
DL,21-08-2024,902,N507DZ,SLC,12:37:00,12:28:00,-9,0,0,0,0,0
DL,21-08-2024,916,N581NW,ATL,10:16:00,10:08:00,-8,0,0,0,0,0
DL,21-08-2024,920,N349NW,SLC,09:05:00,09:13:00,8,0,0,0,0,0
DL,21-08-2024,977,N522DA,BOS,11:37:00,11:32:00,-5,0,0,0,0,0
DL,21-08-2024,1085,N853DN,SLC,21:50:00,21:48:00,-2,0,0,0,0,0
DL,21-08-2024,1088,N126DU,SLC,16:26:00,16:12:00,-14,0,0,0,0,0
DL,21-08-2024,1091,N328NB,SLC,00:04:00,23:46:00,-18,0,0,0,0,0
DL,21-08-2024,1421,N831DN,LAX,08:11:00,07:55:00,-16,0,0,0,0,0
DL,21-08-2024,1559,N503DZ,LAX,16:44:00,17:36:00,52,0,0,12,0,40
DL,21-08-2024,1730,N3764D,SEA,00:05:00,00:02:00,-3,0,0,0,0,0
DL,21-08-2024,2054,N367NW,LAX,19:04:00,19:13:00,9,0,0,0,0,0
DL,21-08-2024,2074,N838DN,MSP,13:08:00,13:04:00,-4,0,0,0,0,0
DL,21-08-2024,2078,N909DN,MSP,11:06:00,11:07:00,1,0,0,0,0,0
DL,21-08-2024,2089,N822DN,MSP,23:36:00,23:51:00,15,0,0,15,0,0
DL,21-08-2024,2239,N820DN,LAX,20:15:00,20:28:00,13,0,0,0,0,0
DL,21-08-2024,2267,N831DN,LAX,13:29:00,13:37:00,8,0,0,0,0,0
DL,21-08-2024,2272,N340NW,LAX,11:54:00,12:20:00,26,2,0,1,0,23
DL,21-08-2024,2985,N137DU,SEA,12:13:00,11:48:00,-25,0,0,0,0,0
DL,21-08-2024,2986,N340NW,LAX,23:49:00,00:27:00,38,23,0,0,0,15
DL,22-08-2024,314,N506DA,BOS,00:47:00,00:16:00,-31,0,0,0,0,0
DL,22-08-2024,315,N702TW,JFK,01:19:00,01:07:00,-12,0,0,0,0,0
DL,22-08-2024,340,N857DZ,ATL,20:42:00,21:28:00,46,0,0,46,0,0
DL,22-08-2024,361,N582NW,DTW,10:30:00,10:28:00,-2,0,0,0,0,0
DL,22-08-2024,399,N860DN,ATL,00:30:00,00:50:00,20,0,0,20,0,0
DL,22-08-2024,442,N826DN,DTW,17:46:00,17:31:00,-15,0,0,0,0,0
DL,22-08-2024,469,N805DN,DTW,14:12:00,14:14:00,2,0,0,0,0,0
DL,22-08-2024,475,N520DE,BOS,20:36:00,22:48:00,132,11,0,16,0,105
DL,22-08-2024,509,N902DN,DTW,21:45:00,22:50:00,65,0,0,65,0,0
DL,22-08-2024,517,N544US,ATL,18:23:00,19:15:00,52,0,0,52,0,0
DL,22-08-2024,531,N6703D,ATL,12:16:00,13:55:00,99,99,0,0,0,0
DL,22-08-2024,533,N549US,ATL,13:47:00,14:05:00,18,18,0,0,0,0
DL,22-08-2024,545,N824DN,ATL,22:45:00,23:25:00,40,0,0,40,0,0
DL,22-08-2024,667,N705TW,JFK,23:18:00,23:04:00,-14,0,0,0,0,0
DL,22-08-2024,668,N702TW,JFK,10:16:00,10:17:00,1,0,0,0,0,0
DL,22-08-2024,669,N703TW,JFK,12:23:00,12:32:00,9,0,0,0,0,0
DL,22-08-2024,670,N707TW,JFK,20:53:00,20:31:00,-22,0,0,0,0,0
DL,22-08-2024,679,N711ZX,JFK,18:32:00,18:11:00,-21,0,0,0,0,0
DL,22-08-2024,680,N710TW,JFK,14:42:00,14:18:00,-24,0,0,0,0,0
DL,22-08-2024,756,N842DN,MSP,17:48:00,18:15:00,27,9,0,6,0,12
DL,22-08-2024,823,N806DN,ATL,16:52:00,16:41:00,-11,0,0,0,0,0
DL,22-08-2024,858,N848DN,MSP,20:37:00,21:48:00,71,0,0,71,0,0
DL,22-08-2024,902,N548DN,SLC,12:37:00,12:47:00,10,0,0,0,0,0
DL,22-08-2024,916,N589NW,ATL,10:16:00,10:10:00,-6,0,0,0,0,0
DL,22-08-2024,920,N349NW,SLC,09:05:00,08:59:00,-6,0,0,0,0,0
DL,22-08-2024,977,N522DA,BOS,11:37:00,11:36:00,-1,0,0,0,0,0
DL,22-08-2024,1085,N868DN,SLC,21:50:00,23:38:00,108,5,0,14,0,89
DL,22-08-2024,1088,N306DU,SLC,16:26:00,17:32:00,66,0,0,66,0,0
DL,22-08-2024,1091,N370NB,SLC,00:04:00,00:19:00,15,0,0,15,0,0
DL,22-08-2024,1421,N830DN,LAX,08:11:00,07:53:00,-18,0,0,0,0,0
DL,22-08-2024,1559,N331NW,LAX,16:44:00,17:38:00,54,0,0,54,0,0
DL,22-08-2024,1730,N3730B,SEA,00:05:00,23:55:00,-10,0,0,0,0,0
DL,22-08-2024,2054,N369NW,LAX,19:04:00,19:03:00,-1,0,0,0,0,0
DL,22-08-2024,2074,N886DN,MSP,13:08:00,13:06:00,-2,0,0,0,0,0
DL,22-08-2024,2078,N862DN,MSP,11:06:00,11:22:00,16,0,0,16,0,0
DL,22-08-2024,2089,N894DN,MSP,23:36:00,23:36:00,0,0,0,0,0,0
DL,22-08-2024,2239,N882DN,LAX,20:15:00,20:03:00,-12,0,0,0,0,0
DL,22-08-2024,2267,N830DN,LAX,13:29:00,13:18:00,-11,0,0,0,0,0
DL,22-08-2024,2272,N3771K,LAX,11:54:00,11:56:00,2,0,0,0,0,0
DL,22-08-2024,2985,N112DU,SEA,12:13:00,12:14:00,1,0,0,0,0,0
DL,22-08-2024,2986,N344NW,LAX,23:49:00,23:55:00,6,0,0,0,0,0
DL,23-08-2024,314,N543DE,BOS,00:47:00,00:51:00,4,0,0,0,0,0
DL,23-08-2024,315,N711ZX,JFK,01:19:00,01:09:00,-10,0,0,0,0,0
DL,23-08-2024,340,N914DU,ATL,20:42:00,20:17:00,-25,0,0,0,0,0
DL,23-08-2024,361,N595NW,DTW,10:30:00,10:24:00,-6,0,0,0,0,0
DL,23-08-2024,399,N837DN,ATL,00:30:00,00:39:00,9,0,0,0,0,0
DL,23-08-2024,442,N832DN,DTW,17:46:00,17:48:00,2,0,0,0,0,0
DL,23-08-2024,469,N909DN,DTW,14:12:00,14:04:00,-8,0,0,0,0,0
DL,23-08-2024,475,N532DN,BOS,20:36:00,20:10:00,-26,0,0,0,0,0
DL,23-08-2024,509,N829DN,DTW,21:45:00,22:05:00,20,0,0,20,0,0
DL,23-08-2024,517,N6714Q,ATL,18:23:00,18:19:00,-4,0,0,0,0,0
DL,23-08-2024,531,N592NW,ATL,12:16:00,12:02:00,-14,0,0,0,0,0
DL,23-08-2024,533,N680DA,ATL,13:47:00,13:40:00,-7,0,0,0,0,0
DL,23-08-2024,545,N875DN,ATL,22:45:00,22:33:00,-12,0,0,0,0,0
DL,23-08-2024,667,N705TW,JFK,23:18:00,22:52:00,-26,0,0,0,0,0
DL,23-08-2024,668,N711ZX,JFK,10:16:00,10:07:00,-9,0,0,0,0,0
DL,23-08-2024,669,N707TW,JFK,12:23:00,12:13:00,-10,0,0,0,0,0
DL,23-08-2024,670,N702TW,JFK,20:53:00,20:31:00,-22,0,0,0,0,0
DL,23-08-2024,679,N703TW,JFK,18:32:00,17:58:00,-34,0,0,0,0,0
DL,23-08-2024,680,N709TW,JFK,14:42:00,14:12:00,-30,0,0,0,0,0
DL,23-08-2024,756,N904DN,MSP,17:48:00,17:57:00,9,0,0,0,0,0
DL,23-08-2024,823,N860DN,ATL,16:52:00,16:47:00,-5,0,0,0,0,0
DL,23-08-2024,858,N882DN,MSP,20:37:00,20:26:00,-11,0,0,0,0,0
DL,23-08-2024,902,N549DN,SLC,12:37:00,13:14:00,37,0,0,37,0,0
DL,23-08-2024,916,N589NW,ATL,10:16:00,10:01:00,-15,0,0,0,0,0
DL,23-08-2024,920,N367NW,SLC,09:05:00,08:49:00,-16,0,0,0,0,0
DL,23-08-2024,977,N512DE,BOS,11:37:00,11:58:00,21,0,0,21,0,0
DL,23-08-2024,1085,N886DN,SLC,21:50:00,21:41:00,-9,0,0,0,0,0
DL,23-08-2024,1088,N308DU,SLC,16:26:00,16:23:00,-3,0,0,0,0,0
DL,23-08-2024,1091,N352NB,SLC,00:04:00,23:44:00,-20,0,0,0,0,0
DL,23-08-2024,1421,N901DN,LAX,08:11:00,07:52:00,-19,0,0,0,0,0
DL,23-08-2024,1559,N369NW,LAX,16:44:00,16:48:00,4,0,0,0,0,0
DL,23-08-2024,1730,N3765,SEA,00:05:00,23:51:00,-14,0,0,0,0,0
DL,23-08-2024,2054,N344NW,LAX,19:04:00,18:58:00,-6,0,0,0,0,0
DL,23-08-2024,2074,N854DN,MSP,13:08:00,13:15:00,7,0,0,0,0,0
DL,23-08-2024,2078,N890DN,MSP,11:06:00,12:22:00,76,0,0,76,0,0
DL,23-08-2024,2089,N894DN,MSP,23:36:00,23:36:00,0,0,0,0,0,0
DL,23-08-2024,2239,N921DU,LAX,20:15:00,20:54:00,39,0,0,39,0,0
DL,23-08-2024,2267,N901DN,LAX,13:29:00,13:17:00,-12,0,0,0,0,0
DL,23-08-2024,2272,N369NW,LAX,11:54:00,12:27:00,33,0,0,33,0,0
DL,23-08-2024,2985,N125DU,SEA,12:13:00,12:46:00,33,0,0,33,0,0
DL,23-08-2024,2986,N344NW,LAX,23:49:00,23:40:00,-9,0,0,0,0,0
DL,24-08-2024,340,N802DN,ATL,20:42:00,20:30:00,-12,0,0,0,0,0
DL,24-08-2024,361,N585NW,DTW,10:30:00,10:28:00,-2,0,0,0,0,0
DL,24-08-2024,442,N390DN,DTW,17:55:00,17:50:00,-5,0,0,0,0,0
DL,24-08-2024,469,N896DN,DTW,14:13:00,14:04:00,-9,0,0,0,0,0
DL,24-08-2024,475,N534DT,BOS,22:48:00,21:55:00,-53,0,0,0,0,0
DL,24-08-2024,509,N842DN,DTW,22:43:00,22:20:00,-23,0,0,0,0,0
DL,24-08-2024,531,N581NW,ATL,12:16:00,12:59:00,43,43,0,0,0,0
DL,24-08-2024,533,N6707A,ATL,13:48:00,13:34:00,-14,0,0,0,0,0
DL,24-08-2024,545,N903DN,ATL,22:48:00,22:26:00,-22,0,0,0,0,0
DL,24-08-2024,667,N705TW,JFK,23:18:00,22:58:00,-20,0,0,0,0,0
DL,24-08-2024,668,N703TW,JFK,10:48:00,10:23:00,-25,0,0,0,0,0
DL,24-08-2024,670,N711ZX,JFK,20:53:00,20:28:00,-25,0,0,0,0,0
DL,24-08-2024,679,N721TW,JFK,18:32:00,18:06:00,-26,0,0,0,0,0
DL,24-08-2024,680,N707TW,JFK,13:42:00,13:39:00,-3,0,0,0,0,0
DL,24-08-2024,756,N812DN,MSP,17:48:00,17:37:00,-11,0,0,0,0,0
DL,24-08-2024,823,N837DN,ATL,16:52:00,16:52:00,0,0,0,0,0,0
DL,24-08-2024,858,N914DU,MSP,20:37:00,20:34:00,-3,0,0,0,0,0
DL,24-08-2024,902,N516DA,SLC,12:37:00,12:29:00,-8,0,0,0,0,0
DL,24-08-2024,916,N582NW,ATL,10:16:00,10:22:00,6,0,0,0,0,0
DL,24-08-2024,920,N359NW,SLC,09:05:00,09:14:00,9,0,0,0,0,0
DL,24-08-2024,977,N577DN,BOS,11:37:00,11:19:00,-18,0,0,0,0,0
DL,24-08-2024,1088,N361NW,SLC,16:17:00,16:15:00,-2,0,0,0,0,0
DL,24-08-2024,1091,N337NB,SLC,22:56:00,22:35:00,-21,0,0,0,0,0
DL,24-08-2024,1421,N901DN,LAX,08:11:00,08:06:00,-5,0,0,0,0,0
DL,24-08-2024,1559,N3765,LAX,17:07:00,16:45:00,-22,0,0,0,0,0
DL,24-08-2024,1730,N3764D,SEA,00:05:00,23:57:00,-8,0,0,0,0,0
DL,24-08-2024,2054,N896DN,LAX,19:18:00,19:00:00,-18,0,0,0,0,0
DL,24-08-2024,2074,N813DN,MSP,13:08:00,12:57:00,-11,0,0,0,0,0
DL,24-08-2024,2078,N838DN,MSP,11:06:00,11:00:00,-6,0,0,0,0,0
DL,24-08-2024,2239,N302NB,LAX,21:38:00,21:20:00,-18,0,0,0,0,0
DL,24-08-2024,2267,N823DN,LAX,13:29:00,13:41:00,12,0,0,0,0,0
DL,24-08-2024,2272,N399DA,LAX,12:17:00,12:21:00,4,0,0,0,0,0
DL,24-08-2024,2985,N130DU,SEA,12:13:00,11:57:00,-16,0,0,0,0,0
DL,25-08-2024,314,N511DE,BOS,00:47:00,00:20:00,-27,0,0,0,0,0
DL,25-08-2024,315,N707TW,JFK,01:19:00,01:00:00,-19,0,0,0,0,0
DL,25-08-2024,361,N590NW,DTW,10:30:00,12:35:00,125,0,0,0,0,125
DL,25-08-2024,399,N882DN,ATL,00:30:00,00:28:00,-2,0,0,0,0,0
DL,25-08-2024,442,N872DN,DTW,17:46:00,17:44:00,-2,0,0,0,0,0
DL,25-08-2024,469,N877DN,DTW,14:12:00,14:13:00,1,0,0,0,0,0
DL,25-08-2024,475,N533DT,BOS,20:36:00,20:09:00,-27,0,0,0,0,0
DL,25-08-2024,509,N898DN,DTW,21:45:00,21:32:00,-13,0,0,0,0,0
DL,25-08-2024,517,N554NW,ATL,18:23:00,18:14:00,-9,0,0,0,0,0
DL,25-08-2024,531,N584NW,ATL,12:16:00,12:02:00,-14,0,0,0,0,0
DL,25-08-2024,533,N596NW,ATL,13:47:00,13:59:00,12,0,0,0,0,0
