Carrier Code,Date (DD/MM/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Departure delay (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
DL,21-08-2024,546,N543DE,JFK,06:07:00,06:08:00,1,0,0,0,0,0
DL,21-08-2024,672,N660DL,ATL,15:02:00,15:01:00,-1,0,0,0,0,0
DL,21-08-2024,791,N511DE,JFK,12:08:00,12:05:00,-3,0,0,0,0,0
DL,21-08-2024,796,N900PC,ATL,13:06:00,13:02:00,-4,0,0,0,0,0
DL,21-08-2024,813,N855DN,DTW,15:02:00,15:00:00,-2,0,0,0,0,0
DL,21-08-2024,901,N676DL,ATL,07:05:00,07:05:00,0,0,0,0,0,0
DL,21-08-2024,918,N351DN,ATL,06:00:00,05:58:00,-2,0,0,0,0,0
DL,21-08-2024,929,N398DN,ATL,23:45:00,23:48:00,3,0,0,0,0,0
DL,21-08-2024,1070,N930DZ,DTW,11:00:00,10:59:00,-1,0,0,0,0,0
DL,21-08-2024,1431,N825DN,SLC,13:25:00,13:16:00,-9,0,0,0,0,0
DL,21-08-2024,1432,N127DN,SLC,17:08:00,18:34:00,86,0,0,0,0,74
DL,21-08-2024,1447,N899DN,SLC,10:05:00,10:03:00,-2,0,0,0,0,0
DL,21-08-2024,1451,N3753,SLC,19:00:00,18:54:00,-6,0,0,0,0,0
DL,21-08-2024,1535,N573DT,SLC,06:10:00,06:02:00,-8,0,0,0,0,0
DL,21-08-2024,1728,N531DA,BOS,22:52:00,22:42:00,-10,0,0,0,0,0
DL,21-08-2024,2135,N394DX,DTW,06:00:00,05:53:00,-7,0,0,0,0,0
DL,21-08-2024,2274,N911DQ,MSP,12:05:00,11:59:00,-6,0,0,0,0,0
DL,21-08-2024,2284,N921DU,MSP,14:01:00,13:55:00,-6,0,0,0,0,0
DL,21-08-2024,2287,N343DN,MSP,17:00:00,17:00:00,0,0,0,0,0,0
DL,21-08-2024,2288,N803DN,MSP,09:23:00,09:13:00,-10,0,0,0,0,0
DL,21-08-2024,2419,N3772H,SEA,11:15:00,11:09:00,-6,0,0,0,0,0
DL,21-08-2024,2442,N394DA,SEA,19:10:00,19:10:00,0,0,0,0,0,0
DL,21-08-2024,2444,N398DA,SEA,06:02:00,05:57:00,-5,0,0,0,0,0
DL,21-08-2024,2447,N398DA,SEA,13:56:00,13:48:00,-8,0,0,0,0,0
DL,21-08-2024,2449,N386DA,SEA,15:45:00,15:39:00,-6,0,0,0,0,0
DL,21-08-2024,2553,N127DN,MSP,06:00:00,05:56:00,-4,0,0,0,0,0
DL,22-08-2024,348,N6706Q,ATL,10:17:00,10:15:00,-2,0,0,0,0,0
DL,22-08-2024,546,N526DE,JFK,06:07:00,06:00:00,-7,0,0,0,0,0
DL,22-08-2024,672,N545US,ATL,15:02:00,15:05:00,3,0,0,0,0,0
DL,22-08-2024,791,N572DT,JFK,12:08:00,12:08:00,0,0,0,0,0,0
DL,22-08-2024,796,N678DL,ATL,13:06:00,13:01:00,-5,0,0,0,0,0
DL,22-08-2024,813,N891DN,DTW,15:02:00,15:16:00,14,0,0,0,0,0
DL,22-08-2024,901,N696DL,ATL,07:05:00,07:03:00,-2,0,0,0,0,0
DL,22-08-2024,918,N396DN,ATL,06:00:00,05:59:00,-1,0,0,0,0,0
DL,22-08-2024,929,N332DN,ATL,23:45:00,23:42:00,-3,0,0,0,0,0
DL,22-08-2024,1070,N838DN,DTW,11:00:00,10:58:00,-2,0,0,0,0,0
DL,22-08-2024,1431,N831DN,SLC,13:25:00,13:25:00,0,0,0,0,0,0
DL,22-08-2024,1432,N868DN,SLC,17:02:00,17:01:00,-1,0,0,90,0,0
DL,22-08-2024,1447,N900DU,SLC,10:05:00,09:57:00,-8,0,0,0,0,0
DL,22-08-2024,1451,N3745B,SLC,19:00:00,19:14:00,14,0,14,39,0,0
DL,22-08-2024,1535,N573DT,SLC,06:10:00,06:05:00,-5,0,0,0,0,0
DL,22-08-2024,1728,N515DE,BOS,22:52:00,22:45:00,-7,0,0,0,0,0
DL,22-08-2024,2135,N101DQ,DTW,06:00:00,05:58:00,-2,0,0,16,0,0
DL,22-08-2024,2148,N844DN,DTW,23:14:00,23:06:00,-8,0,0,0,0,0
DL,22-08-2024,2274,N848DN,MSP,12:05:00,12:05:00,0,0,0,0,0,0
DL,22-08-2024,2284,N866DN,MSP,14:01:00,13:54:00,-7,0,0,0,0,0
DL,22-08-2024,2287,N388DN,MSP,17:00:00,17:50:00,50,0,0,49,0,50
DL,22-08-2024,2288,N861DN,MSP,09:23:00,09:16:00,-7,0,0,17,0,0
DL,22-08-2024,2419,N3736C,SEA,11:15:00,11:12:00,-3,0,0,0,0,0
DL,22-08-2024,2442,N3765,SEA,19:10:00,19:27:00,17,0,10,8,0,7
DL,22-08-2024,2444,N774DE,SEA,06:02:00,06:04:00,2,0,0,0,0,0
DL,22-08-2024,2447,N774DE,SEA,13:56:00,14:12:00,16,6,0,16,0,10
DL,22-08-2024,2449,N3746H,SEA,15:45:00,16:10:00,25,0,0,0,0,0
DL,22-08-2024,2553,N327DN,MSP,06:00:00,05:57:00,-3,0,0,0,0,0
DL,23-08-2024,348,N543US,ATL,10:17:00,10:30:00,13,0,0,8,0,13
DL,23-08-2024,546,N540DE,JFK,06:07:00,06:18:00,11,11,0,8,0,0
DL,23-08-2024,672,N690DL,ATL,15:02:00,14:58:00,-4,0,0,0,0,0
DL,23-08-2024,791,N576DN,JFK,12:08:00,12:02:00,-6,0,0,0,0,0
DL,23-08-2024,796,N684DA,ATL,13:06:00,13:00:00,-6,0,0,0,0,0
DL,23-08-2024,813,N824DN,DTW,15:02:00,15:36:00,34,0,0,0,0,17
DL,23-08-2024,901,N660DL,ATL,07:05:00,06:58:00,-7,0,0,0,0,0
DL,23-08-2024,918,N370DN,ATL,06:00:00,05:56:00,-4,0,0,0,0,0
DL,23-08-2024,929,N392DN,ATL,23:45:00,07:12:00,15,0,0,0,0,0
DL,23-08-2024,1070,N920DU,DTW,11:00:00,11:24:00,24,0,0,0,0,0
DL,23-08-2024,1431,N853DN,SLC,13:25:00,13:13:00,-12,0,0,0,0,0
DL,23-08-2024,1432,N886DN,SLC,17:02:00,16:55:00,-7,0,0,0,0,0
DL,23-08-2024,1447,N856DN,SLC,10:05:00,10:00:00,-5,0,0,0,0,0
DL,23-08-2024,1451,N3771K,SLC,19:00:00,18:59:00,-1,0,0,0,0,0
DL,23-08-2024,1535,N579DT,SLC,06:10:00,06:05:00,-5,0,0,0,0,0
DL,23-08-2024,1728,N581DA,BOS,22:37:00,22:30:00,-7,0,0,0,0,0
DL,23-08-2024,2135,N123DW,DTW,06:00:00,05:55:00,-5,0,0,0,0,0
DL,23-08-2024,2148,N834DN,DTW,23:14:00,23:09:00,-5,0,0,0,0,0
DL,23-08-2024,2274,N882DN,MSP,12:05:00,12:11:00,6,0,0,0,0,0
DL,23-08-2024,2284,N809DN,MSP,14:01:00,14:05:00,4,0,0,0,0,0
DL,23-08-2024,2287,N383DZ,MSP,17:00:00,16:55:00,-5,0,0,0,0,0
DL,23-08-2024,2288,N858DZ,MSP,09:23:00,09:16:00,-7,0,0,0,0,0
DL,23-08-2024,2419,N3763D,SEA,11:15:00,11:50:00,35,3,0,0,0,30
DL,23-08-2024,2442,N3764D,SEA,19:10:00,19:02:00,-8,0,0,0,0,0
DL,23-08-2024,2444,N390DA,SEA,06:02:00,06:00:00,-2,0,0,0,0,0
DL,23-08-2024,2447,N390DA,SEA,13:56:00,13:51:00,-5,0,0,0,0,0
DL,23-08-2024,2449,N3731T,SEA,15:45:00,15:58:00,13,0,0,0,0,0
DL,23-08-2024,2553,N128DN,MSP,06:00:00,05:57:00,-3,0,0,0,0,0
DL,24-08-2024,348,N392DN,ATL,10:17:00,10:15:00,-2,0,0,0,0,0
DL,24-08-2024,546,N515DE,JFK,06:07:00,06:05:00,-2,0,0,0,0,0
DL,24-08-2024,791,N573DT,JFK,12:08:00,12:00:00,-8,0,0,0,0,0
DL,24-08-2024,796,N67171,ATL,13:06:00,13:06:00,0,0,0,15,0,0
DL,24-08-2024,813,N910DU,DTW,14:51:00,14:45:00,-6,0,0,0,0,0
DL,24-08-2024,901,N6712B,ATL,07:05:00,07:12:00,7,0,0,0,0,0
DL,24-08-2024,918,N371DN,ATL,06:00:00,05:57:00,-3,0,0,0,0,0
DL,24-08-2024,929,N327DN,ATL,23:45:00,23:43:00,-2,0,0,0,0,0
DL,24-08-2024,1070,N824DN,DTW,11:00:00,10:54:00,-6,0,0,0,0,0
DL,24-08-2024,1431,N841DN,SLC,13:25:00,13:16:00,-9,0,0,0,0,0
DL,24-08-2024,1432,N844DN,SLC,17:02:00,16:55:00,-7,0,0,0,0,0
DL,24-08-2024,1447,N805DN,SLC,10:05:00,10:01:00,-4,0,0,0,0,0
DL,24-08-2024,1535,N582DN,SLC,06:10:00,06:03:00,-7,0,0,0,0,0
DL,24-08-2024,1728,N521DT,BOS,22:52:00,22:41:00,-11,0,0,0,0,0
DL,24-08-2024,2135,N326DN,DTW,06:00:00,05:54:00,-6,0,0,0,0,0
DL,24-08-2024,2274,N885DN,MSP,12:05:00,12:01:00,-4,0,0,0,0,0
DL,24-08-2024,2284,N369DN,MSP,13:32:00,13:28:00,-4,0,0,0,0,0
DL,24-08-2024,2287,N366DX,MSP,17:00:00,16:54:00,-6,0,0,0,0,0
DL,24-08-2024,2288,N858DZ,MSP,09:23:00,09:21:00,-2,0,0,0,0,0
DL,24-08-2024,2419,N398DA,SEA,11:15:00,11:08:00,-7,0,0,0,0,0
DL,24-08-2024,2444,N3751B,SEA,06:02:00,05:58:00,-4,0,0,0,0,0
DL,24-08-2024,2447,N3751B,SEA,13:56:00,14:08:00,12,0,0,0,0,0
DL,24-08-2024,2449,N774DE,SEA,15:45:00,15:50:00,5,0,0,0,0,0
DL,24-08-2024,2553,N353DN,MSP,06:00:00,05:53:00,-7,0,0,0,0,0
DL,25-08-2024,348,N694DL,ATL,10:17:00,10:15:00,-2,0,0,0,0,0
DL,25-08-2024,546,N520DE,JFK,06:07:00,06:18:00,11,0,0,0,0,0
DL,25-08-2024,672,N690DL,ATL,15:02:00,14:59:00,-3,0,0,0,0,0
DL,25-08-2024,791,N574DT,JFK,12:08:00,12:03:00,-5,0,0,0,0,0
DL,25-08-2024,796,N6702,ATL,13:06:00,13:01:00,-5,0,0,0,0,0
DL,25-08-2024,813,N834DN,DTW,15:02:00,14:54:00,-8,0,0,0,0,0
DL,25-08-2024,901,N695DL,ATL,07:05:00,07:04:00,-1,0,0,0,0,0
DL,25-08-2024,918,N395DZ,ATL,06:00:00,05:58:00,-2,0,0,0,0,0
DL,25-08-2024,929,N309DN,ATL,23:45:00,23:38:00,-7,0,0,0,0,0
DL,25-08-2024,1070,N865DN,DTW,11:00:00,10:58:00,-2,0,0,0,0,0
DL,25-08-2024,1431,N388DA,SLC,13:25:00,13:24:00,-1,0,0,0,0,0
DL,25-08-2024,1432,N890DN,SLC,17:02:00,16:57:00,-5,0,0,0,0,0
DL,25-08-2024,1447,N818DA,SLC,10:05:00,09:56:00,-9,0,0,0,0,0
DL,25-08-2024,1451,N3753,SLC,19:00:00,18:45:00,-15,0,0,0,0,0
DL,25-08-2024,1535,N576DN,SLC,06:10:00,06:04:00,-6,0,0,0,0,0
DL,25-08-2024,1728,N506DA,BOS,22:37:00,22:28:00,-9,0,0,0,0,0
DL,25-08-2024,2135,N381DZ,DTW,06:00:00,05:53:00,-7,0,0,0,0,0
DL,25-08-2024,2148,N913DU,DTW,23:14:00,23:01:00,-13,0,0,0,0,0
DL,25-08-2024,2274,N927DZ,MSP,12:05:00,11:57:00,-8,0,0,0,0,0
DL,25-08-2024,2284,N845DN,MSP,14:01:00,13:57:00,-4,0,0,0,0,0
DL,25-08-2024,2287,N325DN,MSP,17:00:00,17:31:00,31,0,0,0,0,15
DL,25-08-2024,2288,N833DN,MSP,09:23:00,09:24:00,1,0,0,0,0,0
DL,25-08-2024,2419,N3754A,SEA,11:15:00,11:05:00,-10,0,0,0,0,0
DL,25-08-2024,2442,N399DA,SEA,19:10:00,19:01:00,-9,0,0,0,0,0
DL,25-08-2024,2444,N3730B,SEA,06:02:00,05:58:00,-4,0,0,0,0,0
DL,25-08-2024,2447,N3730B,SEA,13:56:00,13:56:00,0,0,0,0,0,0
DL,25-08-2024,2449,N37700,SEA,15:45:00,15:36:00,-9,0,0,23,0,0
DL,25-08-2024,2553,N118DY,MSP,06:00:00,05:54:00,-6,0,0,0,0,0
DL,26-08-2024,348,N330DX,ATL,10:15:00,10:12:00,-3,0,0,0,0,0
DL,26-08-2024,546,N532DN,JFK,06:07:00,07:01:00,54,27,0,0,0,0
DL,26-08-2024,791,N582DN,JFK,12:08:00,12:04:00,-4,0,0,0,0,0
DL,26-08-2024,796,N673DL,ATL,13:06:00,13:04:00,-2,0,0,0,0,0
DL,26-08-2024,813,N859DN,DTW,15:02:00,15:01:00,-1,0,0,0,0,0
DL,26-08-2024,901,N553NW,ATL,07:05:00,07:02:00,-3,0,0,0,0,0
DL,26-08-2024,918,N324DX,ATL,06:00:00,05:57:00,-3,0,0,0,0,0
DL,26-08-2024,929,N105DX,ATL,23:45:00,23:42:00,-3,0,0,0,0,0
DL,26-08-2024,1070,N867DN,DTW,11:00:00,11:00:00,0,0,0,0,0,0
DL,26-08-2024,1431,N913DU,SLC,13:25:00,13:13:00,-12,0,0,0,0,0
DL,26-08-2024,1432,N125DN,SLC,17:08:00,17:35:00,27,0,0,0,0,0
DL,26-08-2024,1447,N915DU,SLC,10:05:00,09:56:00,-9,0,0,0,0,0
DL,26-08-2024,1535,N572DT,SLC,06:10:00,06:10:00,0,0,0,25,0,0
DL,26-08-2024,1728,N524DE,BOS,22:52:00,22:44:00,-8,0,0,0,0,0
DL,26-08-2024,2135,N107DN,DTW,06:00:00,05:48:00,-12,0,0,0,0,0
DL,26-08-2024,2274,N920DU,MSP,12:05:00,12:04:00,-1,0,0,0,0,0
DL,26-08-2024,2284,N901DN,MSP,14:01:00,13:49:00,-12,0,0,0,0,0
DL,26-08-2024,2287,N387DN,MSP,17:00:00,17:39:00,39,0,0,0,0,0
DL,26-08-2024,2288,N892DN,MSP,09:23:00,09:25:00,2,0,0,0,0,0
DL,26-08-2024,2419,N372DA,SEA,11:15:00,11:28:00,13,0,0,0,0,0
DL,26-08-2024,2444,N774DE,SEA,06:02:00,06:03:00,1,0,0,0,0,0
DL,26-08-2024,2447,N774DE,SEA,13:56:00,13:50:00,-6,0,0,0,0,0
DL,26-08-2024,2449,N398DA,SEA,15:45:00,15:41:00,-4,0,0,0,0,0
DL,26-08-2024,2553,N125DN,MSP,06:00:00,05:59:00,-1,0,0,0,0,0
DL,27-08-2024,348,N344DN,ATL,10:15:00,10:09:00,-6,0,0,0,0,0
DL,27-08-2024,546,N533DT,JFK,06:07:00,06:06:00,-1,0,0,17,0,0
DL,27-08-2024,791,N527DE,JFK,12:08:00,12:04:00,-4,0,0,0,0,0
DL,27-08-2024,796,N929DZ,ATL,13:08:00,13:07:00,-1,0,0,0,0,0
DL,27-08-2024,813,N914DU,DTW,15:02:00,14:54:00,-8,0,0,0,0,0
DL,27-08-2024,901,N6712B,ATL,07:05:00,07:00:00,-5,0,0,0,0,0
DL,27-08-2024,918,N392DN,ATL,06:00:00,05:50:00,-10,0,0,0,0,0
DL,27-08-2024,929,N377DN,ATL,23:45:00,23:43:00,-2,0,0,0,0,0
DL,27-08-2024,1070,N824DN,DTW,11:00:00,10:59:00,-1,0,0,0,0,0
DL,27-08-2024,1431,N834DN,SLC,13:25:00,13:15:00,-10,0,0,0,0,0
DL,27-08-2024,1432,N114DN,SLC,17:08:00,17:06:00,-2,0,0,0,0,0
DL,27-08-2024,1447,N927DZ,SLC,10:05:00,09:56:00,-9,0,0,0,0,0
DL,27-08-2024,1535,N577DN,SLC,06:10:00,06:08:00,-2,0,0,0,0,0
DL,27-08-2024,1728,N546DN,BOS,22:37:00,22:26:00,-11,0,0,0,0,0
DL,27-08-2024,2135,N359DN,DTW,06:00:00,05:56:00,-4,0,0,0,0,0
DL,27-08-2024,2274,N879DN,MSP,12:05:00,11:57:00,-8,0,0,0,0,0
DL,27-08-2024,2284,N899DN,MSP,14:01:00,13:56:00,-5,0,0,0,0,0
DL,27-08-2024,2287,N328DN,MSP,17:00:00,16:53:00,-7,0,0,0,0,0
DL,27-08-2024,2288,N830DN,MSP,09:23:00,09:18:00,-5,0,0,0,0,0
DL,27-08-2024,2419,N3764D,SEA,11:15:00,11:07:00,-8,0,0,0,0,0
DL,27-08-2024,2444,N399DA,SEA,06:02:00,05:53:00,-9,0,0,0,0,0
DL,27-08-2024,2447,N399DA,SEA,13:56:00,13:46:00,-10,0,0,0,0,0
DL,27-08-2024,2449,N3736C,SEA,15:45:00,15:40:00,-5,0,0,0,0,0
DL,27-08-2024,2553,N114DN,MSP,06:00:00,05:54:00,-6,0,0,0,0,0
DL,28-08-2024,348,N103DY,ATL,10:15:00,10:12:00,-3,0,0,0,0,0
DL,28-08-2024,546,N539DN,JFK,06:07:00,06:05:00,-2,0,0,0,0,0
DL,28-08-2024,791,N531DA,JFK,12:08:00,12:03:00,-5,0,0,0,0,0
DL,28-08-2024,796,N897DN,ATL,13:08:00,13:07:00,-1,0,0,0,0,0
DL,28-08-2024,813,N870DN,DTW,15:02:00,14:57:00,-5,0,0,0,0,0
DL,28-08-2024,901,N553NW,ATL,07:05:00,06:58:00,-7,0,0,0,0,0
DL,28-08-2024,918,N397DN,ATL,06:00:00,05:56:00,-4,0,0,0,0,0
DL,28-08-2024,929,N379DN,ATL,23:45:00,23:45:00,0,0,0,0,0,0
DL,28-08-2024,1070,N824DN,DTW,11:00:00,10:56:00,-4,0,0,0,0,0
DL,28-08-2024,1431,N883DN,SLC,13:25:00,13:17:00,-8,0,0,0,0,0
DL,28-08-2024,1432,N116DN,SLC,17:08:00,17:01:00,-7,0,0,0,0,0
DL,28-08-2024,1447,N834DN,SLC,10:05:00,10:02:00,-3,0,0,0,0,0
DL,28-08-2024,1535,N548DN,SLC,06:10:00,06:02:00,-8,0,0,0,0,0
DL,28-08-2024,1728,N580DT,BOS,22:37:00,22:36:00,-1,0,0,0,0,0
DL,28-08-2024,2135,N376DN,DTW,06:00:00,05:53:00,-7,0,0,0,0,0
DL,28-08-2024,2274,N881DN,MSP,12:05:00,12:06:00,1,0,0,0,0,0
DL,28-08-2024,2284,N814DN,MSP,14:01:00,14:00:00,-1,0,0,0,0,0
DL,28-08-2024,2287,N352DN,MSP,17:00:00,16:58:00,-2,0,0,0,0,0
DL,28-08-2024,2288,N901DN,MSP,09:23:00,09:15:00,-8,0,0,0,0,0
DL,28-08-2024,2419,N386DA,SEA,11:15:00,11:04:00,-11,0,0,0,0,0
DL,28-08-2024,2444,N394DA,SEA,06:02:00,05:56:00,-6,0,0,0,0,0
DL,28-08-2024,2447,N394DA,SEA,13:56:00,13:52:00,-4,0,0,0,0,0
DL,28-08-2024,2449,N3736C,SEA,15:45:00,15:52:00,7,0,0,0,0,0
DL,28-08-2024,2553,N116DN,MSP,06:00:00,05:55:00,-5,0,0,0,0,0
DL,29-08-2024,348,N6703D,ATL,10:09:00,10:15:00,6,0,0,0,0,0
DL,29-08-2024,546,N518DQ,JFK,06:07:00,06:08:00,1,0,0,0,0,0
DL,29-08-2024,672,N551NW,ATL,15:02:00,15:05:00,3,0,0,42,0,0
DL,29-08-2024,791,N579DT,JFK,12:08:00,12:06:00,-2,0,0,0,0,0
DL,29-08-2024,796,N6710E,ATL,13:06:00,13:05:00,-1,0,0,0,0,0
DL,29-08-2024,813,N3739P,DTW,15:02:00,15:24:00,22,21,0,68,0,1
DL,29-08-2024,901,N673DL,ATL,07:05:00,07:06:00,1,0,0,0,0,0
DL,29-08-2024,918,N331DN,ATL,06:00:00,06:00:00,0,0,0,0,0,0
DL,29-08-2024,929,N350DN,ATL,23:45:00,23:41:00,-4,0,0,0,0,0
DL,29-08-2024,1070,N899DN,DTW,11:00:00,10:58:00,-2,0,0,0,0,0
DL,29-08-2024,1431,N836DN,SLC,13:25:00,13:18:00,-7,0,0,0,0,0
DL,29-08-2024,1432,N372DN,SLC,17:08:00,17:10:00,2,0,0,0,0,0
DL,29-08-2024,1447,N924DZ,SLC,10:05:00,09:58:00,-7,0,0,0,0,0
DL,29-08-2024,1451,N3753,SLC,19:00:00,19:11:00,11,0,0,4,0,11
DL,29-08-2024,1535,N582DN,SLC,06:10:00,06:07:00,-3,0,0,0,0,0
DL,29-08-2024,1728,N581DA,BOS,22:37:00,22:58:00,21,21,0,25,0,0
DL,29-08-2024,2135,N326DN,DTW,06:00:00,05:57:00,-3,0,0,0,0,0
DL,29-08-2024,2274,N878DN,MSP,12:05:00,12:12:00,7,0,0,35,0,0
DL,29-08-2024,2284,N844DN,MSP,14:01:00,14:44:00,43,0,0,71,0,0
DL,29-08-2024,2287,N108DN,MSP,17:00:00,17:50:00,50,13,0,29,0,37
DL,29-08-2024,2288,N893DN,MSP,09:23:00,09:26:00,3,0,0,0,0,0
DL,29-08-2024,2419,N398DA,SEA,11:15:00,11:01:00,-14,0,0,0,0,0
DL,29-08-2024,2442,N3764D,SEA,19:10:00,19:15:00,5,0,0,0,0,0
DL,29-08-2024,2444,N3730B,SEA,06:02:00,09:15:00,193,193,0,4,0,0
DL,29-08-2024,2447,N3772H,SEA,13:56:00,14:02:00,6,0,0,0,0,0
DL,29-08-2024,2449,N373DA,SEA,15:45:00,15:45:00,0,0,0,0,0,0
DL,29-08-2024,2553,N372DN,MSP,06:00:00,05:57:00,-3,0,0,0,0,0
DL,30-08-2024,348,N550NW,ATL,10:09:00,10:09:00,0,0,0,0,0,0
DL,30-08-2024,546,N541DE,JFK,06:07:00,06:03:00,-4,0,0,0,0,0
DL,30-08-2024,672,N6709,ATL,15:02:00,15:10:00,8,0,0,0,0,0
DL,30-08-2024,791,N578DN,JFK,12:08:00,12:06:00,-2,0,0,0,0,0
DL,30-08-2024,796,N544US,ATL,13:06:00,13:15:00,9,8,0,12,0,1
DL,30-08-2024,813,N805DN,DTW,15:02:00,15:00:00,-2,0,0,0,0,0
DL,30-08-2024,901,N6703D,ATL,07:05:00,07:02:00,-3,0,0,0,0,0
DL,30-08-2024,918,N114DN,ATL,06:00:00,06:00:00,0,0,0,0,0,0
DL,30-08-2024,929,N309DN,ATL,23:45:00,23:48:00,3,0,0,28,0,0
DL,30-08-2024,1070,N858DZ,DTW,11:00:00,10:54:00,-6,0,0,0,0,0
DL,30-08-2024,1431,N917DU,SLC,13:25:00,13:20:00,-5,0,0,0,0,0
DL,30-08-2024,1432,N369DN,SLC,17:08:00,17:02:00,-6,0,0,0,0,0
DL,30-08-2024,1447,N810DN,SLC,10:05:00,09:58:00,-7,0,0,0,0,0
DL,30-08-2024,1451,N378DA,SLC,19:00:00,19:55:00,55,46,0,0,0,0
DL,30-08-2024,1535,N576DN,SLC,06:10:00,06:05:00,-5,0,0,0,0,0
DL,30-08-2024,1728,N574DT,BOS,22:37:00,23:02:00,25,0,0,0,0,0
DL,30-08-2024,2135,N119DN,DTW,06:00:00,05:55:00,-5,0,0,0,0,0
DL,30-08-2024,2274,N871DN,MSP,12:05:00,12:03:00,-2,0,0,0,0,0
DL,30-08-2024,2284,N923DZ,MSP,14:01:00,13:59:00,-2,0,0,0,0,0
DL,30-08-2024,2287,N353DN,MSP,17:00:00,16:55:00,-5,0,0,0,0,0
DL,30-08-2024,2288,N863DN,MSP,09:23:00,09:23:00,0,0,0,0,0,0
DL,30-08-2024,2419,N3742C,SEA,11:15:00,11:14:00,-1,0,0,0,0,0
DL,30-08-2024,2442,N3758Y,SEA,19:10:00,20:29:00,79,58,0,0,0,19
DL,30-08-2024,2444,N384DA,SEA,06:02:00,05:59:00,-3,0,0,0,0,0
DL,30-08-2024,2447,N384DA,SEA,13:56:00,14:07:00,11,0,0,0,0,0
DL,30-08-2024,2449,N3773D,SEA,15:45:00,15:39:00,-6,0,0,0,0,0
DL,30-08-2024,2553,N369DN,MSP,06:00:00,05:56:00,-4,0,0,0,0,0
DL,31-08-2024,348,N121DZ,ATL,10:15:00,10:16:00,1,0,0,0,0,0
DL,31-08-2024,546,N506DA,JFK,06:07:00,06:13:00,6,0,0,0,0,0
DL,31-08-2024,791,N582DN,JFK,12:08:00,12:04:00,-4,0,0,0,0,0
DL,31-08-2024,796,N545US,ATL,13:06:00,13:05:00,-1,0,0,0,0,0
DL,31-08-2024,813,N917DU,DTW,14:51:00,14:42:00,-9,0,0,0,0,0
DL,31-08-2024,901,N541US,ATL,07:05:00,07:03:00,-2,0,0,0,0,0
DL,31-08-2024,918,N125DN,ATL,06:00:00,06:02:00,2,0,0,0,0,0
DL,31-08-2024,929,N366DX,ATL,23:45:00,23:42:00,-3,0,0,0,0,0
DL,31-08-2024,1070,N872DN,DTW,11:00:00,11:00:00,0,0,0,0,0,0
DL,31-08-2024,1431,N913DU,SLC,13:25:00,13:22:00,-3,0,0,0,0,0
DL,31-08-2024,1432,N367DN,SLC,17:08:00,17:02:00,-6,0,0,0,0,0
DL,31-08-2024,1447,N893DN,SLC,10:05:00,09:57:00,-8,0,0,0,0,0
DL,31-08-2024,1535,N572DT,SLC,06:10:00,06:13:00,3,0,0,0,0,0
DL,31-08-2024,1728,N546DN,BOS,22:52:00,22:40:00,-12,0,0,0,0,0
DL,31-08-2024,2135,N333DX,DTW,06:00:00,06:03:00,3,0,0,0,0,0
DL,31-08-2024,2274,N923DZ,MSP,12:05:00,11:52:00,-13,0,0,0,0,0
DL,31-08-2024,2284,N111DC,MSP,13:32:00,13:26:00,-6,0,0,0,0,0
DL,31-08-2024,2287,N324DX,MSP,17:00:00,16:56:00,-4,0,0,0,0,0
DL,31-08-2024,2288,N814DN,MSP,09:23:00,09:19:00,-4,0,0,0,0,0
DL,31-08-2024,2419,N3754A,SEA,11:15:00,11:10:00,-5,0,0,0,0,0
DL,31-08-2024,2444,N399DA,SEA,06:02:00,06:06:00,4,0,0,0,0,0
DL,31-08-2024,2447,N399DA,SEA,13:56:00,13:59:00,3,0,0,0,0,0
DL,31-08-2024,2449,N381DN,SEA,15:45:00,15:40:00,-5,0,0,0,0,0
DL,31-08-2024,2553,N367DN,MSP,06:00:00,05:53:00,-7,0,0,0,0,0
